Date;Time;Comment;PackIndex;OrderSymbol;OrderOpenPrice;OrderComment;OrderMagicNumber;OrderTicketNumber;OrderProfitPips;OrderTargetProfitPips;PackID;PackProfitPips;PackTargetProfitPips
2015/11/26;0:59:44;FirstOrganization;10;NZDJPY;80.78600000;2_11111;11111;89594310;-52.16000000;10;268782895;-188.15000000;25
2015/11/26;0:59:44;FirstOrganization;10;GBPCAD;2.00956000;2_11111;11111;89594308;-111.33000000;10;268782895;-188.15000000;25
2015/11/26;0:59:44;FirstOrganization;10;EURAUD;1.46401000;1_11111;11111;89594277;-24.66000000;5;268782895;-188.15000000;25
2015/11/26;0:59:44;FirstOrganization;11;AUDJPY;89.04300000;1_11111;11111;89649835;-22.82000000;5;179299669;-53.07000000;10
2015/11/26;0:59:44;FirstOrganization;11;EURGBP;0.70223000;1_11111;11111;89649834;-30.25000000;5;179299669;-53.07000000;10
2015/11/26;0:59:44;FirstOrganization;12;EURJPY;130.40400000;3_11111;11111;89594321;-77.43000000;15;179188637;-173.38000000;30
2015/11/26;0:59:44;FirstOrganization;12;GBPCHF;1.54581000;3_11111;11111;89594316;-95.95000000;15;179188637;-173.38000000;30
2015/11/26;0:59:44;FirstOrganization;13;NZDJPY;80.78600000;2_11111;11111;89594307;-52.16000000;10;179188581;-140.17000000;15
2015/11/26;0:59:44;FirstOrganization;13;GBPCAD;2.00987000;1_11111;11111;89594274;-88.01000000;5;179188581;-140.17000000;15
2015/11/26;0:59:44;FirstOrganization;14;GBPJPY;185.66000000;1_11111;11111;89649828;-66.02000000;5;89649828;-66.02000000;5
2015/11/26;0:59:44;FirstOrganization;15;AUDJPY;89.10500000;2_11111;11111;89594302;-73.35000000;10;89594302;-73.35000000;10
2015/11/26;1:27:15;BeforePackClose;0;CADJPY;92.34200000;3_11111;11111;89649866;-64.39000000;15;358599434;-139.06000000;55
2015/11/26;1:27:15;BeforePackClose;0;USDCHF;1.02131000;3_11111;11111;89649864;-49.91000000;15;358599434;-139.06000000;55
2015/11/26;1:27:15;BeforePackClose;0;AUDNZD;1.10262000;3_11111;11111;89649860;53.89000000;15;358599434;-139.06000000;55
2015/11/26;1:27:15;BeforePackClose;0;EURGBP;0.70190000;2_11111;11111;89649844;-78.65000000;10;358599434;-139.06000000;55
2015/11/26;1:27:15;BeforePackClose;1;AUDCAD;0.96393000;3_11111;11111;89649867;-48.88000000;15;358599434;-79.82000000;55
2015/11/26;1:27:15;BeforePackClose;1;USDJPY;122.71500000;3_11111;11111;89649865;-13.86000000;15;358599434;-79.82000000;55
2015/11/26;1:27:15;BeforePackClose;1;EURGBP;0.70236000;3_11111;11111;89649863;-15.12000000;15;358599434;-79.82000000;55
2015/11/26;1:27:15;BeforePackClose;1;NZDCHF;0.67180000;2_11111;11111;89649839;-1.96000000;10;358599434;-79.82000000;55
2015/11/26;1:27:15;BeforePackClose;2;AUDNZD;1.10201000;3_11111;11111;89649859;-116.34000000;15;358599389;-287.13000000;45
2015/11/26;1:27:15;BeforePackClose;2;EURCAD;1.41156000;3_11111;11111;89649858;-74.45000000;15;358599389;-287.13000000;45
2015/11/26;1:27:15;BeforePackClose;2;USDCHF;1.02173000;2_11111;11111;89649841;-10.77000000;10;358599389;-287.13000000;45
2015/11/26;1:27:15;BeforePackClose;2;GBPJPY;185.66100000;1_11111;11111;89649831;-85.57000000;5;358599389;-287.13000000;45
2015/11/26;1:27:15;BeforePackClose;3;EURNZD;1.61408000;2_11111;11111;89649846;128.80000000;10;358543838;-19.41000000;40
2015/11/26;1:27:15;BeforePackClose;3;CADJPY;92.27000000;2_11111;11111;89649843;-21.19000000;10;358543838;-19.41000000;40
2015/11/26;1:27:15;BeforePackClose;3;GBPCHF;1.54497000;1_11111;11111;89649830;-45.02000000;5;358543838;-19.41000000;40
2015/11/26;1:27:15;BeforePackClose;3;AUDUSD;0.72601000;3_11111;11111;89594319;-82.00000000;15;358543838;-19.41000000;40
2015/11/26;1:27:15;BeforePackClose;4;EURJPY;130.33800000;3_11111;11111;89649862;-8.15000000;15;358543871;-91.83000000;50
2015/11/26;1:27:15;BeforePackClose;4;NZDCAD;0.87441000;3_11111;11111;89649861;26.32000000;15;358543871;-91.83000000;50
2015/11/26;1:27:15;BeforePackClose;4;GBPUSD;1.51292000;2_11111;11111;89649842;-64.00000000;10;358543871;-91.83000000;50
2015/11/26;1:27:15;BeforePackClose;4;AUDCHF;0.74072000;2_11111;11111;89594306;-46.00000000;10;358543871;-91.83000000;50
2015/11/26;1:27:15;BeforePackClose;5;EURJPY;130.33300000;2_11111;11111;89649849;-4.08000000;10;268949525;-99.00000000;25
2015/11/26;1:27:15;BeforePackClose;5;GBPCAD;2.01196000;2_11111;11111;89649847;-91.01000000;10;268949525;-99.00000000;25
2015/11/26;1:27:15;BeforePackClose;5;NZDCHF;0.67178000;1_11111;11111;89649829;-3.91000000;5;268949525;-99.00000000;25
2015/11/26;1:27:15;BeforePackClose;6;EURJPY;130.30600000;2_11111;11111;89649845;-35.85000000;10;268893997;23.63000000;30
2015/11/26;1:27:15;BeforePackClose;6;GBPNZD;2.29928000;1_11111;11111;89649837;108.42000000;5;268893997;23.63000000;30
2015/11/26;1:27:15;BeforePackClose;6;USDCHF;1.02212000;3_11111;11111;89594315;-48.94000000;15;268893997;23.63000000;30
2015/11/26;1:27:15;BeforePackClose;7;EURNZD;1.61408000;2_11111;11111;89649840;128.80000000;10;268893989;-41.23000000;30
2015/11/26;1:27:15;BeforePackClose;7;CHFJPY;120.07800000;1_11111;11111;89649836;-30.15000000;5;268893989;-41.23000000;30
2015/11/26;1:27:15;BeforePackClose;7;GBPCAD;2.00943000;3_11111;11111;89594313;-139.88000000;15;268893989;-41.23000000;30
2015/11/26;1:27:15;BeforePackClose;8;USDJPY;122.70200000;3_11111;11111;89594317;-8.96000000;15;268782926;-324.47000000;35
2015/11/26;1:27:15;BeforePackClose;8;GBPCHF;1.54363000;2_11111;11111;89594309;-176.16000000;10;268782926;-324.47000000;35
2015/11/26;1:27:15;BeforePackClose;8;EURNZD;1.61440000;2_11111;11111;89594300;-139.35000000;10;268782926;-324.47000000;35
2015/11/26;1:27:15;BeforePackClose;9;USDJPY;122.72300000;1_11111;11111;89649833;-20.38000000;5;268893962;30.14000000;20
2015/11/26;1:27:15;BeforePackClose;9;GBPNZD;2.29928000;1_11111;11111;89649832;108.42000000;5;268893962;30.14000000;20
2015/11/26;1:27:15;BeforePackClose;9;EURCAD;1.41178000;2_11111;11111;89594297;-57.90000000;10;268893962;30.14000000;20
2015/11/26;1:27:15;BeforePackClose;10;NZDJPY;80.78600000;2_11111;11111;89594310;-131.21000000;10;268782895;-233.03000000;25
2015/11/26;1:27:15;BeforePackClose;10;GBPCAD;2.00956000;2_11111;11111;89594308;-130.10000000;10;268782895;-233.03000000;25
2015/11/26;1:27:15;BeforePackClose;10;EURAUD;1.46401000;1_11111;11111;89594277;28.28000000;5;268782895;-233.03000000;25
2015/11/26;1:27:15;BeforePackClose;11;AUDJPY;89.04300000;1_11111;11111;89649835;-48.91000000;5;179299669;-44.37000000;10
2015/11/26;1:27:15;BeforePackClose;11;EURGBP;0.70223000;1_11111;11111;89649834;4.54000000;5;179299669;-44.37000000;10
2015/11/26;1:27:15;BeforePackClose;12;EURJPY;130.40400000;3_11111;11111;89594321;-61.94000000;15;179188637;-136.33000000;30
2015/11/26;1:27:15;BeforePackClose;12;GBPCHF;1.54581000;3_11111;11111;89594316;-74.39000000;15;179188637;-136.33000000;30
2015/11/26;1:27:15;BeforePackClose;13;NZDJPY;80.78600000;2_11111;11111;89594307;-131.21000000;10;179188581;-238.00000000;15
2015/11/26;1:27:15;BeforePackClose;13;GBPCAD;2.00987000;1_11111;11111;89594274;-106.79000000;5;179188581;-238.00000000;15
2015/11/26;1:27:15;BeforePackClose;14;GBPJPY;185.66000000;1_11111;11111;89649828;-84.76000000;5;89649828;-84.76000000;5
2015/11/26;1:27:15;BeforePackClose;15;AUDJPY;89.10500000;2_11111;11111;89594302;-99.44000000;10;89594302;-99.44000000;10
2015/11/26;1:27:16;AfterPackClose;0;CADJPY;92.34200000;3_11111;11111;89649866;-64.39000000;15;358599434;-157.92000000;55
2015/11/26;1:27:16;AfterPackClose;0;USDCHF;1.02131000;3_11111;11111;89649864;-49.91000000;15;358599434;-157.92000000;55
2015/11/26;1:27:16;AfterPackClose;0;AUDNZD;1.10262000;3_11111;11111;89649860;33.52000000;15;358599434;-157.92000000;55
2015/11/26;1:27:16;AfterPackClose;0;EURGBP;0.70190000;2_11111;11111;89649844;-77.14000000;10;358599434;-157.92000000;55
2015/11/26;1:27:16;AfterPackClose;1;AUDCAD;0.96393000;3_11111;11111;89649867;-48.88000000;15;358599434;-101.45000000;55
2015/11/26;1:27:16;AfterPackClose;1;USDJPY;122.71500000;3_11111;11111;89649865;-13.86000000;15;358599434;-101.45000000;55
2015/11/26;1:27:16;AfterPackClose;1;EURGBP;0.70236000;3_11111;11111;89649863;-18.15000000;15;358599434;-101.45000000;55
2015/11/26;1:27:16;AfterPackClose;1;NZDCHF;0.67180000;2_11111;11111;89649839;-20.56000000;10;358599434;-101.45000000;55
2015/11/26;1:27:16;AfterPackClose;2;AUDNZD;1.10201000;3_11111;11111;89649859;-96.65000000;15;358599389;-268.26000000;45
2015/11/26;1:27:16;AfterPackClose;2;EURCAD;1.41156000;3_11111;11111;89649858;-74.45000000;15;358599389;-268.26000000;45
2015/11/26;1:27:16;AfterPackClose;2;USDCHF;1.02173000;2_11111;11111;89649841;-10.77000000;10;358599389;-268.26000000;45
2015/11/26;1:27:16;AfterPackClose;2;GBPJPY;185.66100000;1_11111;11111;89649831;-86.39000000;5;358599389;-268.26000000;45
2015/11/26;1:27:16;AfterPackClose;3;EURNZD;1.61408000;2_11111;11111;89649846;97.94000000;10;358543838;-49.29000000;40
2015/11/26;1:27:16;AfterPackClose;3;CADJPY;92.27000000;2_11111;11111;89649843;-21.19000000;10;358543838;-49.29000000;40
2015/11/26;1:27:16;AfterPackClose;3;GBPCHF;1.54497000;1_11111;11111;89649830;-44.04000000;5;358543838;-49.29000000;40
2015/11/26;1:27:16;AfterPackClose;3;AUDUSD;0.72601000;3_11111;11111;89594319;-82.00000000;15;358543838;-49.29000000;40
2015/11/26;1:27:16;AfterPackClose;4;EURJPY;130.33800000;3_11111;11111;89649862;-8.15000000;15;358543871;-109.12000000;50
2015/11/26;1:27:16;AfterPackClose;4;NZDCAD;0.87441000;3_11111;11111;89649861;9.03000000;15;358543871;-109.12000000;50
2015/11/26;1:27:16;AfterPackClose;4;GBPUSD;1.51292000;2_11111;11111;89649842;-64.00000000;10;358543871;-109.12000000;50
2015/11/26;1:27:16;AfterPackClose;4;AUDCHF;0.74072000;2_11111;11111;89594306;-46.00000000;10;358543871;-109.12000000;50
2015/11/26;1:27:16;AfterPackClose;5;EURJPY;130.33300000;2_11111;11111;89649849;-4.08000000;10;268949525;-117.60000000;25
2015/11/26;1:27:16;AfterPackClose;5;GBPCAD;2.01196000;2_11111;11111;89649847;-91.01000000;10;268949525;-117.60000000;25
2015/11/26;1:27:16;AfterPackClose;5;NZDCHF;0.67178000;1_11111;11111;89649829;-22.51000000;5;268949525;-117.60000000;25
2015/11/26;1:27:16;AfterPackClose;6;EURJPY;130.30600000;2_11111;11111;89649845;-35.85000000;10;268893997;-20.38000000;30
2015/11/26;1:27:16;AfterPackClose;6;GBPNZD;2.29928000;1_11111;11111;89649837;64.41000000;5;268893997;-20.38000000;30
2015/11/26;1:27:16;AfterPackClose;6;USDCHF;1.02212000;3_11111;11111;89594315;-48.94000000;15;268893997;-20.38000000;30
2015/11/26;1:27:16;AfterPackClose;7;EURNZD;1.61408000;2_11111;11111;89649840;97.94000000;10;268893989;-72.09000000;30
2015/11/26;1:27:16;AfterPackClose;7;CHFJPY;120.07800000;1_11111;11111;89649836;-30.15000000;5;268893989;-72.09000000;30
2015/11/26;1:27:16;AfterPackClose;7;GBPCAD;2.00943000;3_11111;11111;89594313;-139.88000000;15;268893989;-72.09000000;30
2015/11/26;1:27:16;AfterPackClose;8;USDJPY;122.70200000;3_11111;11111;89594317;-8.96000000;15;268782926;-292.62000000;35
2015/11/26;1:27:16;AfterPackClose;8;GBPCHF;1.54363000;2_11111;11111;89594309;-175.18000000;10;268782926;-292.62000000;35
2015/11/26;1:27:16;AfterPackClose;8;EURNZD;1.61440000;2_11111;11111;89594300;-108.48000000;10;268782926;-292.62000000;35
2015/11/26;1:27:16;AfterPackClose;9;NZDJPY;80.78600000;2_11111;11111;89594310;-114.91000000;10;268782895;-216.73000000;25
2015/11/26;1:27:16;AfterPackClose;9;GBPCAD;2.00956000;2_11111;11111;89594308;-130.10000000;10;268782895;-216.73000000;25
2015/11/26;1:27:16;AfterPackClose;9;EURAUD;1.46401000;1_11111;11111;89594277;28.28000000;5;268782895;-216.73000000;25
2015/11/26;1:27:16;AfterPackClose;10;AUDJPY;89.04300000;1_11111;11111;89649835;-48.09000000;5;179299669;-46.58000000;10
2015/11/26;1:27:16;AfterPackClose;10;EURGBP;0.70223000;1_11111;11111;89649834;1.51000000;5;179299669;-46.58000000;10
2015/11/26;1:27:16;AfterPackClose;11;EURJPY;130.40400000;3_11111;11111;89594321;-61.94000000;15;179188637;-136.33000000;30
2015/11/26;1:27:16;AfterPackClose;11;GBPCHF;1.54581000;3_11111;11111;89594316;-74.39000000;15;179188637;-136.33000000;30
2015/11/26;1:27:16;AfterPackClose;12;NZDJPY;80.78600000;2_11111;11111;89594307;-114.91000000;10;179188581;-221.70000000;15
2015/11/26;1:27:16;AfterPackClose;12;GBPCAD;2.00987000;1_11111;11111;89594274;-106.79000000;5;179188581;-221.70000000;15
2015/11/26;1:27:16;AfterPackClose;13;GBPJPY;185.66000000;1_11111;11111;89649828;-85.58000000;5;89649828;-85.58000000;5
2015/11/26;1:27:16;AfterPackClose;14;AUDJPY;89.10500000;2_11111;11111;89594302;-98.62000000;10;89594302;-98.62000000;10
2015/11/26;1:50:52;BeforePackClose;0;CADJPY;92.34200000;3_11111;11111;89649866;-74.16000000;15;358599434;-184.99000000;55
2015/11/26;1:50:52;BeforePackClose;0;USDCHF;1.02131000;3_11111;11111;89649864;-74.36000000;15;358599434;-184.99000000;55
2015/11/26;1:50:52;BeforePackClose;0;AUDNZD;1.10262000;3_11111;11111;89649860;51.25000000;15;358599434;-184.99000000;55
2015/11/26;1:50:52;BeforePackClose;0;EURGBP;0.70190000;2_11111;11111;89649844;-87.72000000;10;358599434;-184.99000000;55
2015/11/26;1:50:52;BeforePackClose;1;AUDCAD;0.96393000;3_11111;11111;89649867;-57.14000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;BeforePackClose;1;USDJPY;122.71500000;3_11111;11111;89649865;-11.41000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;BeforePackClose;1;EURGBP;0.70236000;3_11111;11111;89649863;-6.05000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;BeforePackClose;1;NZDCHF;0.67180000;2_11111;11111;89649839;-20.55000000;10;358599434;-95.15000000;55
2015/11/26;1:50:52;BeforePackClose;2;AUDNZD;1.10201000;3_11111;11111;89649859;-112.40000000;15;358599389;-279.36000000;45
2015/11/26;1:50:52;BeforePackClose;2;EURCAD;1.41156000;3_11111;11111;89649858;-88.73000000;15;358599389;-279.36000000;45
2015/11/26;1:50:52;BeforePackClose;2;USDCHF;1.02173000;2_11111;11111;89649841;14.68000000;10;358599389;-279.36000000;45
2015/11/26;1:50:52;BeforePackClose;2;GBPJPY;185.66100000;1_11111;11111;89649831;-92.91000000;5;358599389;-279.36000000;45
2015/11/26;1:50:52;BeforePackClose;3;EURNZD;1.61408000;2_11111;11111;89649846;122.87000000;10;358543838;-47.88000000;40
2015/11/26;1:50:52;BeforePackClose;3;CADJPY;92.27000000;2_11111;11111;89649843;-16.30000000;10;358543838;-47.88000000;40
2015/11/26;1:50:52;BeforePackClose;3;GBPCHF;1.54497000;1_11111;11111;89649830;-70.45000000;5;358543838;-47.88000000;40
2015/11/26;1:50:52;BeforePackClose;3;AUDUSD;0.72601000;3_11111;11111;89594319;-84.00000000;15;358543838;-47.88000000;40
2015/11/26;1:50:52;BeforePackClose;4;EURJPY;130.33800000;3_11111;11111;89649862;-12.22000000;15;358543871;-139.06000000;50
2015/11/26;1:50:52;BeforePackClose;4;NZDCAD;0.87441000;3_11111;11111;89649861;12.78000000;15;358543871;-139.06000000;50
2015/11/26;1:50:52;BeforePackClose;4;GBPUSD;1.51292000;2_11111;11111;89649842;-77.00000000;10;358543871;-139.06000000;50
2015/11/26;1:50:52;BeforePackClose;4;AUDCHF;0.74072000;2_11111;11111;89594306;-62.62000000;10;358543871;-139.06000000;50
2015/11/26;1:50:52;BeforePackClose;5;EURJPY;130.33300000;2_11111;11111;89649849;-8.15000000;10;268949525;-122.39000000;25
2015/11/26;1:50:52;BeforePackClose;5;GBPCAD;2.01196000;2_11111;11111;89649847;-91.74000000;10;268949525;-122.39000000;25
2015/11/26;1:50:52;BeforePackClose;5;NZDCHF;0.67178000;1_11111;11111;89649829;-22.50000000;5;268949525;-122.39000000;25
2015/11/26;1:50:52;BeforePackClose;6;EURJPY;130.30600000;2_11111;11111;89649845;-30.97000000;10;268893997;32.28000000;30
2015/11/26;1:50:52;BeforePackClose;6;GBPNZD;2.29928000;1_11111;11111;89649837;86.74000000;5;268893997;32.28000000;30
2015/11/26;1:50:52;BeforePackClose;6;USDCHF;1.02212000;3_11111;11111;89594315;-23.49000000;15;268893997;32.28000000;30
2015/11/26;1:50:52;BeforePackClose;7;EURNZD;1.61408000;2_11111;11111;89649840;122.87000000;10;268893989;-39.48000000;30
2015/11/26;1:50:52;BeforePackClose;7;CHFJPY;120.07800000;1_11111;11111;89649836;-8.97000000;5;268893989;-39.48000000;30
2015/11/26;1:50:52;BeforePackClose;7;GBPCAD;2.00943000;3_11111;11111;89594313;-153.38000000;15;268893989;-39.48000000;30
2015/11/26;1:50:52;BeforePackClose;8;USDJPY;122.70200000;3_11111;11111;89594317;-11.41000000;15;268782926;-346.39000000;35
2015/11/26;1:50:52;BeforePackClose;8;GBPCHF;1.54363000;2_11111;11111;89594309;-201.55000000;10;268782926;-346.39000000;35
2015/11/26;1:50:52;BeforePackClose;8;EURNZD;1.61440000;2_11111;11111;89594300;-133.43000000;10;268782926;-346.39000000;35
2015/11/26;1:50:52;BeforePackClose;9;NZDJPY;80.78600000;2_11111;11111;89594310;-129.58000000;10;268782895;-242.73000000;25
2015/11/26;1:50:52;BeforePackClose;9;GBPCAD;2.00956000;2_11111;11111;89594308;-143.61000000;10;268782895;-242.73000000;25
2015/11/26;1:50:52;BeforePackClose;9;EURAUD;1.46401000;1_11111;11111;89594277;30.46000000;5;268782895;-242.73000000;25
2015/11/26;1:50:52;BeforePackClose;10;AUDJPY;89.04300000;1_11111;11111;89649835;-48.08000000;5;179299669;-34.47000000;10
2015/11/26;1:50:52;BeforePackClose;10;EURGBP;0.70223000;1_11111;11111;89649834;13.61000000;5;179299669;-34.47000000;10
2015/11/26;1:50:52;BeforePackClose;11;EURJPY;130.40400000;3_11111;11111;89594321;-66.01000000;15;179188637;-117.88000000;30
2015/11/26;1:50:52;BeforePackClose;11;GBPCHF;1.54581000;3_11111;11111;89594316;-51.87000000;15;179188637;-117.88000000;30
2015/11/26;1:50:52;BeforePackClose;12;NZDJPY;80.78600000;2_11111;11111;89594307;-129.58000000;10;179188581;-249.88000000;15
2015/11/26;1:50:52;BeforePackClose;12;GBPCAD;2.00987000;1_11111;11111;89594274;-120.30000000;5;179188581;-249.88000000;15
2015/11/26;1:50:52;BeforePackClose;13;GBPJPY;185.66000000;1_11111;11111;89649828;-92.09000000;5;89649828;-92.09000000;5
2015/11/26;1:50:52;BeforePackClose;14;AUDJPY;89.10500000;2_11111;11111;89594302;-98.61000000;10;89594302;-98.61000000;10
2015/11/26;1:50:52;AfterPackClose;0;CADJPY;92.34200000;3_11111;11111;89649866;-74.16000000;15;358599434;-181.96000000;55
2015/11/26;1:50:52;AfterPackClose;0;USDCHF;1.02131000;3_11111;11111;89649864;-74.36000000;15;358599434;-181.96000000;55
2015/11/26;1:50:52;AfterPackClose;0;AUDNZD;1.10262000;3_11111;11111;89649860;51.25000000;15;358599434;-181.96000000;55
2015/11/26;1:50:52;AfterPackClose;0;EURGBP;0.70190000;2_11111;11111;89649844;-84.69000000;10;358599434;-181.96000000;55
2015/11/26;1:50:52;AfterPackClose;1;AUDCAD;0.96393000;3_11111;11111;89649867;-57.14000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;AfterPackClose;1;USDJPY;122.71500000;3_11111;11111;89649865;-11.41000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;AfterPackClose;1;EURGBP;0.70236000;3_11111;11111;89649863;-6.05000000;15;358599434;-95.15000000;55
2015/11/26;1:50:52;AfterPackClose;1;NZDCHF;0.67180000;2_11111;11111;89649839;-20.55000000;10;358599434;-95.15000000;55
2015/11/26;1:50:52;AfterPackClose;2;AUDNZD;1.10201000;3_11111;11111;89649859;-112.40000000;15;358599389;-277.73000000;45
2015/11/26;1:50:52;AfterPackClose;2;EURCAD;1.41156000;3_11111;11111;89649858;-88.73000000;15;358599389;-277.73000000;45
2015/11/26;1:50:52;AfterPackClose;2;USDCHF;1.02173000;2_11111;11111;89649841;14.68000000;10;358599389;-277.73000000;45
2015/11/26;1:50:52;AfterPackClose;2;GBPJPY;185.66100000;1_11111;11111;89649831;-91.28000000;5;358599389;-277.73000000;45
2015/11/26;1:50:52;AfterPackClose;3;EURNZD;1.61408000;2_11111;11111;89649846;122.87000000;10;358543838;-47.88000000;40
2015/11/26;1:50:52;AfterPackClose;3;CADJPY;92.27000000;2_11111;11111;89649843;-16.30000000;10;358543838;-47.88000000;40
2015/11/26;1:50:52;AfterPackClose;3;GBPCHF;1.54497000;1_11111;11111;89649830;-70.45000000;5;358543838;-47.88000000;40
2015/11/26;1:50:52;AfterPackClose;3;AUDUSD;0.72601000;3_11111;11111;89594319;-84.00000000;15;358543838;-47.88000000;40
2015/11/26;1:50:52;AfterPackClose;4;EURJPY;130.33800000;3_11111;11111;89649862;-12.22000000;15;358543871;-139.06000000;50
2015/11/26;1:50:52;AfterPackClose;4;NZDCAD;0.87441000;3_11111;11111;89649861;12.78000000;15;358543871;-139.06000000;50
2015/11/26;1:50:52;AfterPackClose;4;GBPUSD;1.51292000;2_11111;11111;89649842;-77.00000000;10;358543871;-139.06000000;50
2015/11/26;1:50:52;AfterPackClose;4;AUDCHF;0.74072000;2_11111;11111;89594306;-62.62000000;10;358543871;-139.06000000;50
